beer_id|Name|style|abv|brewery_id
22464|Goldhorn Club|Euro Pale Lager|4.9|453
54134|Frosted Frog Christmas Ale|Winter Warmer|8.6|14879
49864|One Hop Wonder #9 - Columbus|American IPA|6.7|1386
38552|Trafalgar Smoked Oatmeal Stout|Smoked Beer|5|765
69461|BORIS Royale|Russian Imperial Stout|9.4|14879
27597|Elora Irish Ale|Irish Red Ale|5|765
48167|Trafalgar Cedar Cream Ale|Cream Ale|5|765
48519|Kirkland Signature Hefeweizen|Hefeweizen|5.5|21516
44351|Elora Special Bitter|English Bitter|5|765
50833|Meaner Manalishi Double I.P.A.|American Double / Imperial IPA|NA|14879
21436|YouEnjoyMyStout|Russian Imperial Stout|10|14
28861|Gripman's Porter|American Porter|NA|3207
11757|Founders Breakfast Stout|American Double / Imperial Stout|8.3|1199
60874|Cafe BORIS|Russian Imperial Stout|9.4|14879
29204|Horse Piss Beer|American Blonde Ale|5|395
25251|1 A.M. Ale|English Pale Ale|4.5|12003
960|Pike India Pale Ale|American IPA|6.5|365
23474|Founders Rübæus|Fruit / Vegetable Beer|6.9|1199
59015|Lonely Blonde|American Blonde Ale|4.8|22167
45923|Sheltowee GloomSucker Black Ale|Schwarzbier|5.5|395
1121|Altbier|Altbier|4.19|395
34146|Founders Double Trouble|American Double / Imperial IPA|9.4|1199
40153|Silk Porter|American Porter|6.2|14879
33662|Bodacious Black & Tan|Black & Tan|7.6|14879
48148|The Devastator Double Bock|Doppelbock|8|7402
15280|Festivity|American Porter|5|5049
44914|Founders Crystal Rye Persuasion|Rye Beer|6.9|1199
10656|Gem|Extra Special / Strong Bitter (ESB)|4.8|5049
52451|Frank's Octoberfest|Märzen / Oktoberfest|6|20988
52403|Pumpkin Beer|Pumpkin Ale|5|20988
68736|Irish Stout|Irish Dry Stout|NA|20988
52275|Rooster Red|American Amber / Red Ale|5.25|20988
43904|Silver State Saison|Saison / Farmhouse Ale|6.3|2310
25721|Outlaw Oatmeal Stout|Oatmeal Stout|NA|2310
45450|Smoke Creek Rauchbock|Rauchbier|6.9|2310
11325|Truckee River Red Organic Ale|American Amber / Red Ale|5|2310
24444|Black Rock ESB|Extra Special / Strong Bitter (ESB)|5.8|2310
33242|Harmon Killer Brew, Version 9|Scotch Ale / Wee Heavy|7.2|1386
29030|Jackpot Porter|English Porter|5.5|2310
25520|Cerveza ChileBeso|Chile Beer|5.1|2310
56725|Bourbon Imperial Stout|American Double / Imperial Stout|13|2310
58921|Bourbon Barrel Barleywine|American Barleywine|13|2310
46582|Harvest Ale|American Pale Ale (APA)|5.7|2310
52444|Jason Green's Russian Imperial Stout|Russian Imperial Stout|8.8|2310
24443|Katies Cream Ale|Cream Ale|5|2310
29032|Franktown Brown|American Brown Ale|NA|2310
57560|Stone Mother Marzen|Märzen / Oktoberfest|6.3|2310
53579|Hopasaurus|American IPA|6.3|2310
11324|Risky Biscuit Barleywine|American Barleywine|9.8|2310
20584|Oktoberfest|Märzen / Oktoberfest|6|2310
7849|Ichthysaur IPA|American IPA|6.4|2310
47046|Red Nose Holiday Wassail|Winter Warmer|7.2|2310
61638|Blister In The Sun Rye|Rye Beer|5.6|2310
45714|Oktoberfest|Märzen / Oktoberfest|NA|17204
60644|Black Eye P.A.|American Black Ale|7|2310
43561|Hamden Red|American Amber / Red Ale|NA|17204
43560|Sleeping Giant IPA|American IPA|NA|17204
43562|West Rock Stout|American Stout|NA|17204
43563|Head Rush|American Brown Ale|NA|17204
43559|Eli Whitney English Pale Ale|English Pale Ale|NA|17204
43558|Parkway Pilsner|Czech Pilsener|NA|17204
43557|Bobcat Light|Light Lager|NA|17204
47926|Fish King|English Bitter|4.3|1303
7425|Cocker Hoop|English Pale Ale|4.6|1303
41767|World's Biggest Liar|English Bitter|4.3|1303
13350|Pumpkin Ale|Pumpkin Ale|5.5|3268
15130|Dark Mild|English Dark Mild Ale|3.1|1303
69242|Kiss Me Kate|English Bitter|4|1303
30571|Tom Fool|English Bitter|4|1303
15139|Cross Buttock Ale|English Bitter|4.5|1303
12655|Jennings Crag Rat|English Bitter|4.3|1303
15131|Red Breast|Extra Special / Strong Bitter (ESB)|4.5|1303
65507|Soggy Bottom|English Bitter|3.8|1303
9118|Jennings Sneck Lifter|Extra Special / Strong Bitter (ESB)|5.1|1303
13112|IPA|American IPA|7|936
23282|Golden Host|English Bitter|4.3|1303
70673|Tizzie Wizzie|English Bitter|3.9|1303
15140|Jennings Best Bitter|English Bitter|3.5|1303
9117|Jennings Cumberland Ale|English Pale Ale|4.2|1303
7360|Crystal Bitter Ale|English Bitter|5.5|936
75856|Grunge IPA|American IPA|6.3|25684
75940|Raggea Stout|English Stout|5.5|25684
75267|Celtic Mater|Kölsch|4.5|25684
75269|Jungle Ale|Belgian IPA|5.1|25684
49490|Solar Winds|American Pale Ale (APA)|5.75|936
47171|Gonzaga Ale|Cream Ale|NA|936
38537|Créme Ale|Cream Ale|NA|936
26646|Blueberry Ale|Fruit / Vegetable Beer|NA|936
12421|Amber Ale|American Amber / Red Ale|4.75|936
23649|Stellar Stout|American Stout|NA|936
53366|Bulldog Ale|American Blonde Ale|NA|936
31453|Summer Wheat Ale|American Pale Wheat Ale|NA|936
13009|Pale Ale|American Pale Ale (APA)|5|936
75292|Horned Aviator|American IPA|NA|936
49815|Whiskey Sour Dunkel|American Wild Ale|NA|936
38601|Copper Fest|Märzen / Oktoberfest|NA|936
39084|14 Year Anniversary Ale|American Double / Imperial IPA|NA|936
36257|Eagle Brew|American Amber / Red Ale|NA|936
63740|17 Year Anniversary Ale|American Double / Imperial IPA|NA|936
27982|Winter Ale|Winter Warmer|7.5|936
11226|Copper Creme Ale|Cream Ale|NA|936
72004|Independence Ale|Cream Ale|NA|936
18642|Mootsy's Loudmouth Soup|American Amber / Red Ale|NA|936
53362|16 Year Anniversary Ale|American IPA|6.7|936
33772|13th Anniversary Imperial India Pale Ale|American Double / Imperial IPA|8.5|936
26651|12 Year Anniversary Ale|American IPA|8.2|936
13282|King Don's Original Pumpkin Ale|Pumpkin Ale|5|2446
42414|Longhorn Ale|American Amber / Red Ale|NA|936
17162|Chocolate Dunkel|Munich Dunkel Lager|6.5|936
58776|Le Sexxxy Saison|Saison / Farmhouse Ale|NA|2446
14591|King Karma Ale|American Pale Wheat Ale|5.6|2446
14592|King Coconut Porter|American Porter|5.4|2446
37952|Blackwater Uber Pale Ale|American Black Ale|9.2|2446
25101|Farmer Ted's Cream Ale|Cream Ale|5|2446
63654|Oakey Dokey|Flanders Oud Bruin|6|2446
32371|Whiskey River IPA|American IPA|7.2|2446
8950|Firewater IPA|American IPA|5.2|2446
14413|Brown Bear Ale|English Brown Ale|4.5|2446
38408|Bier De Clam|American Stout|NA|2446
41844|Whiskey River Stout|American Stout|NA|2446
73052|Momotaro|American Wild Ale|4.9|2446
55375|White Zombie Ale|Witbier|NA|2446
60696|Bears 'n Roses|English Brown Ale|NA|2446
6150|Honest Injun Stout|American Stout|5|2446
76780|The Hooligan King|Scotch Ale / Wee Heavy|8|2446
47245|Hyper Monkey Java Stout|American Stout|5.2|2446
14589|Indian Red Head|American Amber / Red Ale|5|2446
27828|Oak Aged Stout|American Stout|5.5|2446
40140|Farmer Ted's Farmhouse Ale|Saison / Farmhouse Ale|5.5|2446
74146|Cleopatra|Belgian Strong Dark Ale|9|2446
66498|Mothertrucker Pale Ale|American Pale Ale (APA)|NA|2446
5181|Club Premium Lager|American Adjunct Lager|5|1487
64212|Candy Cane Porter|American Porter|NA|1386
54295|Stone Strong Lager|Euro Pale Lager|5.7|1487
17124|Brulle|American Strong Ale|7|5007
17059|Rege|Light Lager|1.5|5007
66024|Zahre Rossa Vienna|Vienna Lager|6|12907
30199|Zahre Canapa|Herbed / Spiced Beer|5|12907
28469|Zahre Chiara Pilsen|German Pilsener|5|12907
28100|Zahre Affumicata|Rauchbier|6|12907
66619|Kirkland Signature India Pale Ale|American IPA|6.5|21516
48555|Kirkland Signature Pale Ale|American Pale Ale (APA)|5.4|21516
1598|Old Slugger|American Pale Ale (APA)|5.5|60
66603|Kirkland Signature Belgian White|Witbier|5.4|21516
178|Strike Out Stout|English Stout|4.6|60
7694|La Binchoise Brune Tradition|Belgian Strong Dark Ale|8.2|3282
58127|American Oak Aged Pt Defiance IPA|American IPA|NA|1386
26007|Gribousine D'Hiver|Belgian Strong Dark Ale|8.5|3282
13152|La Binchoise Bière Des Ours (Berenbier)|Belgian Strong Pale Ale|8.4|3282
72428|Imperial Red Ale|American Amber / Red Ale|NA|1386
20022|La Binchoise La Belge Biere Speciale|Belgian Pale Ale|5|3282
61003|La Binchoise Triple|Tripel|8.5|3282
64924|Belgoo Arbo|Tripel|8.1|3282
55975|Belgoo Luppo|Belgian IPA|6.5|3282
23118|La Cisterciènne Bruna|Dubbel|8.2|3282
13153|La Binchoise Flora  Bière De Printemps|Belgian Strong Pale Ale|7|3282
30550|Eulogy's Busty Blonde|Belgian Pale Ale|6.5|3282
4372|Puget Sound Porter|American Porter|5.4|1386
61745|Woodrow's Imperial Milk Stout|Milk / Sweet Stout|7.8|1386
7693|La Binchoise Blonde Tradition|Belgian Pale Ale|6.5|3282
25181|Gribousine Malonne Brune|Belgian Strong Dark Ale|8|3282
1599|Back Yard India Pale Ale|English India Pale Ale (IPA)|6.1|60
25214|Gribousine Malonne Blond|Belgian Strong Pale Ale|8.5|3282
20021|La Binchoise Rose Des Remparts|Fruit / Vegetable Beer|4.5|3282
48466|Belgoo Magus|Witbier|6.6|3282
28863|Alexander Gunn Barleywine|English Barleywine|NA|3207
75109|La Binchoise XO|Belgian Strong Pale Ale|12|3282
59373|Ivory Tower Summer Batch #1|American Pale Ale (APA)|NA|23022
59372|Ivory Tower Endow Mint|American Stout|NA|23022
24921|Green Death|American Double / Imperial IPA|NA|3207
30285|Happy Jack Ale|American Amber / Red Lager|NA|3207
29405|Anniversary Ale|American Pale Ale (APA)|NA|3207
40810|Grace Darling Bock|Bock|NA|3207
24922|Andromeda Wheat|American Pale Wheat Ale|NA|3207
20112|Dopple Weizen|Weizenbock|6|3207
34798|Christmas Cheer|Winter Warmer|NA|3207
20115|Albatross Lager|Czech Pilsener|NA|3207
7766|ShanghaIPA|English India Pale Ale (IPA)|NA|3207
20111|Emperor Norton Lager|American Pale Lager|NA|3207
20113|Alcatraz Stout|American Stout|NA|3207
69406|Savage India Pale Ale|American IPA|NA|4078
76729|Mnt. Borah Brown|English Brown Ale|NA|4078
66229|1871 Lager|American Pale Lager|6|12003
57686|English Dark Mild|English Dark Mild Ale|3|12003
57687|Rye IPA|Rye Beer|NA|12003
26856|Oatmeal Stout|Oatmeal Stout|5|12003
25252|Imperial IPA|American Double / Imperial IPA|9.5|12003
73506|McCarthy Red|American Amber / Red Ale|5.6|12003
43922|Double Barrel Oatmeal Stout|Oatmeal Stout|5.4|12003
26853|Kolsch|Kölsch|4.7|12003
53344|Octoberfest|Märzen / Oktoberfest|NA|12003
43920|Imperial Pilsener|American Double / Imperial Pilsner|9|12003
25250|Victory Pale Ale|American Pale Ale (APA)|5.6|12003
62829|Robust Porter|American Porter|5.5|12003
8102|Lech Premium|Euro Pale Lager|5.3|1917
72733|Belgian Pale Ale|Belgian Pale Ale|NA|12003
26854|Centennial Amber Ale|American Amber / Red Ale|5.2|12003
43923|Belgian Blonde Ale|Belgian Pale Ale|NA|12003
12155|Bogemia|Euro Pale Lager|8.4|6277
40765|Otro Mundo Strong Red Ale|English Strong Ale|7.5|16791
5182|REDD'S|Fruit / Vegetable Beer|4.5|1917
39028|Dog In The Fog|English Brown Ale|NA|1917
77006|P5 Pale Ale|American Pale Ale (APA)|5.3|22288
74463|Aguila Del Sur Rubia|American Amber / Red Ale|NA|16791
40767|Otro Mundo Nut Brown Ale|English Brown Ale|6|16791
52287|Wapping Stout|English Stout|5|16863
42331|Wapping Magna 800|English Bitter|3.7|16863
42332|Wapping Summer Ale|English Bitter|4.2|16863
42330|Wapping Baltic Gold|English Bitter|3.9|16863
57172|The Worthy Adversary|American Double / Imperial Stout|9.2|22167
56259|Sweet Child Of Vine|English India Pale Ale (IPA)|6.4|22167
64637|Floridian IPA|American IPA|NA|1386
56955|War And Peace|Russian Imperial Stout|NA|22167
63753|The Libertine|American Amber / Red Ale|8.5|22167
64542|Whole Lotta Love Belgian|American Pale Wheat Ale|5|23739
64541|Funky Pelican Pilsner|American Pale Lager|5|23739
64540|Starry Night Stout|English Stout|5|23739
64543|Loggerhead Red|American Amber / Red Ale|5|23739
64544|The Rock IPA|English India Pale Ale (IPA)|5.5|23739
62643|Mighty Tacoma Ale|California Common / Steam Beer|5.2|1386
76088|Emmons 11|American IPA|7.5|1386
77002|Oak Aged Stryker|American Stout|NA|1386
33706|Mild Thing|Extra Special / Strong Bitter (ESB)|5.4|1386
45344|Bring Me A Shrubbery Ale|Scottish Gruit / Ancient Herbed Ale|5.4|1386
4421|White River Rye|Rye Beer|NA|1386
64487|Bigwood Oak Aged Stout|American Double / Imperial Stout|7.8|1386
69949|Summer Solstice|Saison / Farmhouse Ale|NA|1386
70247|Triple Play|American Strong Ale|NA|1386
67724|Mocha Porter|American Porter|NA|1386
64324|Bourbon Oak IPA|American IPA|NA|1386
47783|Porter Porter|American Porter|7.9|1386
32887|Harmon's Special Ale|American Amber / Red Ale|NA|1386
59141|One Hop Wonder #10 (Citra)|American IPA|6.2|1386
60122|Summit Trail Pale Ale|American Pale Ale (APA)|4.6|1386
47781|Wet Dog Wheat Wine|Wheatwine|6.7|1386
77003|Rudolph's Raspberry Yuletide|Fruit / Vegetable Beer|NA|1386
65397|Rum Oak Porter|American Porter|NA|1386
4374|Rajah's Royal IPA|American Double / Imperial IPA|9.9|1386
67723|Rye PA|Rye Beer|NA|1386
45885|T-Town Maple Brown|American Brown Ale|6.2|1386
39886|10 Year Clelebration Ale|American IPA|6.5|1386
63968|Pumpkin Spice Blonde|American Blonde Ale|NA|1386
4370|Pinnacle Peak Pale Ale|American Pale Ale (APA)|4.2|1386
32676|One Hop Wonder IPA|American IPA|6.2|1386
75244|Vanilla Stryker|American Stout|6.1|1386
45887|One Hop Wonder #4 (Sterling)|American IPA|7.4|1386
31984|Heart Of Darkness Raspberry Stout|Fruit / Vegetable Beer|NA|1386
48932|60 Schilling Scottish Ale|Scottish Ale|4.6|1386
21249|Sasquatch Imperial Stout|Russian Imperial Stout|NA|1386
73824|Expresso Vanilla Porter|American Porter|NA|1386
74068|Hoptoberfest|American IPA|NA|1386
66873|Bourbon Barrel Aged Winter Warmer|Winter Warmer|NA|1386
64060|Hoppy Holidays|American Double / Imperial IPA|7.5|1386
56000|Red Ryeder Ale|Rye Beer|6.1|1386
52175|Old Clam Digger|American Barleywine|8.9|1386
33707|Winter Warmer|Winter Warmer|NA|1386
45348|Jumpin' Jimi Jack Rye|Rye Beer|5.8|1386
60408|White Pass Wit|Witbier|NA|1386
73823|French Oak Aged Pt Defiance IPA|American IPA|NA|1386
64082|Mighty Tacoma Ale, V2|California Common / Steam Beer|6.3|1386
45347|Harmon's Killer Brew|American Dark Wheat Ale|5.6|1386
4369|Wollochet Bay Wheat|Hefeweizen|NA|1386
73202|Expedi Ale|American Pale Ale (APA)|NA|1386
52171|Cowlitz Cream Ale|Cream Ale|5.4|1386
32264|Braveheart Beir|Scottish Gruit / Ancient Herbed Ale|5.4|1386
32265|Red Wolf Cherry Wheat|Fruit / Vegetable Beer|4.7|1386
60788|Mojito Pale Ale|American Pale Ale (APA)|NA|1386
37559|J.T. Memorial Kolsch|Kölsch|4.8|1386
53591|Vienna Lager|Vienna Lager|6.8|1386
64234|Rum Oak IPA|American IPA|NA|1386
66872|Commencement Bay|American Double / Imperial IPA|NA|1386
16078|Black Sea Imperial Stout|Russian Imperial Stout|NA|860
63598|One Hop Wonder Version 12|American IPA|7.8|1386
37126|Old Bog Breath Scotch Ale|Scotch Ale / Wee Heavy|NA|1386
56004|Delightful Dark Wheat|Dunkelweizen|5.7|1386
70012|Saint Humulus|Belgian IPA|NA|1386
4373|Point Defiance IPA|American IPA|6.1|1386
57855|Black Tartan|American Black Ale|NA|1386
56001|Diamond Peak Dry Stout|Irish Dry Stout|4.7|1386
58132|Mai Bock|Maibock / Helles Bock|NA|1386
72817|Summer Honey Surprise|American Pale Ale (APA)|NA|1386
61438|Rainier Raspberry Wheat|Fruit / Vegetable Beer|NA|1386
73647|Stryker|American Stout|NA|1386
63847|Rum Oak Pale Ale|American Pale Ale (APA)|NA|1386
32374|Puget Sound Vanilla Porter|American Porter|5.3|1386
16122|Sakara Gold|American Adjunct Lager|4|2430
38082|El Dorado Premium Pilsener|German Pilsener|5.2|2430
27586|Stella|Euro Pale Lager|4.5|2430
27588|Stella Export|Dortmunder / Export Lager|5.2|2430
27585|Stella Premium|Euro Strong Lager|6.4|2430
21652|Meister|Light Lager|5|2430
35982|Sakara King|American Malt Liquor|10|2430
27589|Meister Max|Euro Strong Lager|8|2430
27590|Sakara Red|American Amber / Red Lager|5.2|2430
56740|Copper Crow IPA|American IPA|7.3|24072
20273|'Sconnie Tall Blonde Ale|Kölsch|NA|9345
20274|'Sconnie Rustic Trail Amber|Altbier|NA|9345
19833|'Sconnie Pale Ale|American Pale Ale (APA)|NA|9345
22055|Olde #7|English Pale Ale|NA|1482
31778|Paul's Pale Ale|American Pale Ale (APA)|NA|1482
7046|Red  7|American Amber / Red Ale|NA|1482
9758|Silk Ale|Belgian Pale Ale|NA|860
22083|PNW ESB|Extra Special / Strong Bitter (ESB)|NA|1482
57929|Al's Bock|Doppelbock|NA|1482
22054|Queechee Cream Ale|Cream Ale|NA|1482
7047|Champion Reserve IPA|American IPA|4.9|1482
16417|New Dublin Brown Ale|English Brown Ale|3.9|1482
43877|Half Wit|Witbier|NA|1482
47994|Hanover Lager|American Pale Lager|NA|1482
59408|Greg Noonan Memorial Vienna|Vienna Lager|NA|1482
72587|Conan The Destroyer Coffee Stout|American Double / Imperial Stout|NA|1482
17753|Birthday Bock|Bock|NA|1482
22053|Ice Rock Canadian|American Blonde Ale|NA|1482
16418|Mick Jack Porter|Baltic Porter|NA|1482
12304|RIP Stout|American Stout|NA|1482
20901|80 Weight Mild Amber Scotch Ale|Scotch Ale / Wee Heavy|4.7|1482
50978|Spring Fest|American Pale Wheat Ale|4.2|1482
61060|Conan The Destroyer Double IPA|American Double / Imperial IPA|8.7|1482
40319|Freiherrn Pils|German Pilsener|5.1|5752
51426|Klosterhell|Munich Helles Lager|5.2|5752
2784|Trafalgar Abbey Belgian Spice Ale|Belgian Dark Ale|6.5|765
41262|Ursprung|Munich Helles Lager|NA|5752
70635|Aldersbacher Kloster Weisse Hell|Hefeweizen|5.5|5752
54396|Urhell|Dortmunder / Export Lager|5.1|5752
14243|Harbour Gold Premium Pilsner|Czech Pilsener|5|765
29727|Trafalgar Bock|Bock|6.5|765
36380|Trafalgar Maple Bock|Bock|6.5|765
32661|White Oak Weissbier|Kristalweizen|5|765
14742|Creme Ale|Cream Ale|NA|765
73761|Trafalgar Hop Nouveau 2011|American Pale Ale (APA)|5|765
41315|Trafalgar Oak-Aged Rye|Rye Beer|5|765
20202|Trafalgar Celtic Ale|English Pale Ale|5|765
42904|Trafalgar Dark Wheat|American Dark Wheat Ale|4|765
18533|Elora ESB|Extra Special / Strong Bitter (ESB)|4.7|765
20199|Irish Amber Light|American Amber / Red Ale|2.5|765
8274|Trafalgar Celebration Ale|Belgian Dark Ale|6.2|765
37942|Trafalgar Red Claw Amber Lager|American Amber / Red Ale|NA|765
38865|Trafalgar Peppermint Porter|English Porter|5.3|765
55936|Citra|American IPA|NA|860
63986|Trafalgar Bock Lager|Bock|6.5|765
58540|Trafalgar Cherry Ale|Fruit / Vegetable Beer|4.5|765
32711|Debau Cherry Bitter Ale|Fruit / Vegetable Beer|5|765
54361|Left Coast Pale Ale|American Pale Ale (APA)|5|765
25049|Portside Amber|American Amber / Red Ale|5|765
21607|Trafalgar Downrigger Double Bock|Bock|6.5|765
38866|Trafalgar Black Bullet|American Strong Ale|14|765
62198|Trafalgar Hop Nouveau 2010|American Pale Ale (APA)|5|765
32222|Trafalgar Korruptor|American Strong Ale|15|765
14242|Portside Amber Premium Ale|American Amber / Red Ale|5|765
30682|Trafalgar Critical Mass|American Strong Ale|13|765
1122|American Pale Ale|American Pale Ale (APA)|5.79|395
26686|Granary Wheat Premium Ale|Hefeweizen|4.5|765
32710|Strawberry Anti-Social|Fruit / Vegetable Beer|5.5|765
31630|Trafalgar Red Hill Mild|English Pale Mild Ale|2.8|765
74488|Trafalgar India Ink Black Pale Ale|American Black Ale|5|765
27596|Elora Grand Lager|American Pale Lager|5|765
8590|Paddy's Irish Red|Irish Red Ale|5|765
66433|Patrick's Pick Extra Special Bitter|Extra Special / Strong Bitter (ESB)|5|765
33448|Ivan's Ale|Irish Red Ale|5|765
53159|Trafalgar Hop Nouveau 2009|American Pale Ale (APA)|5|765
959|Pike Pale Ale|American Pale Ale (APA)|5.3|365
8869|Winter Warmer|Winter Warmer|6.5|765
53158|Trafalgar Malted Corpse|Irish Red Ale|4.5|765
74145|Big Hurt Beer|American Malt Liquor|7|26946
3365|Hell For Certain|Belgian Dark Ale|6.6|395
22169|Richmodis Koelsch|Kölsch|4.8|10950
39215|Oktoberfest|Märzen / Oktoberfest|6|395
16469|Kentucky Gold|American Blonde Ale|NA|395
42269|Beej's Bitter|English Bitter|NA|395
47712|Bourbon Barrel Rye Porter|American Porter|7.5|395
39360|Anvil Steam|California Common / Steam Beer|5.2|395
65764|Bourbon Barrel Belgian Style Dubbel|Dubbel|9.5|395
49002|Nut Brown Lambic|Lambic - Fruit|NA|395
24185|Vintage 03 Scottish Wee Heavy|Scotch Ale / Wee Heavy|9.9|395
42583|India Pale Ale|American IPA|NA|395
38200|Drunkelweizen|Dunkelweizen|5|395
10857|Helles Bock|Maibock / Helles Bock|NA|395
22622|Halliburton On Trent|American Barleywine|10.9|395
66932|True Blue|Witbier|4.8|395
49786|Bourbon Barrel Russian Imperial Porter|Baltic Porter|11|395
43737|Riley's Rye|Rye Beer|6.5|395
69174|Saison Farmhouse Ale|Saison / Farmhouse Ale|4.9|395
58053|Bourbon Barrel Stout (Clay Street Series)|American Stout|8.6|395
71749|Bourbon Barrel Hell For Certain|Belgian Strong Dark Ale|NA|395
49442|Bourbon Barrel Big Brown|American Strong Ale|9.5|395
41532|Queen's Knickers|Old Ale|8|395
54123|Bourbon Barrel Oatmeal Stout|Oatmeal Stout|NA|395
34637|Darby Blonde Ale|American Blonde Ale|4.9|395
41866|Dubbel Dribbel|Dubbel|8|395
29687|Jefferson's Reserve Bourbon Barrel Stout|American Double / Imperial Stout|8.5|395
1123|Dark Star Porter|English Porter|5.6|395
3003|Bearded Pat's Barleywine|American Barleywine|11|395
67839|Sheltowee Java Dawg Coffee Stout|American Stout|5.3|395
50929|Oak Aged Rye 75|Rye Beer|7.5|395
40336|Sheltowee Sunrise Golden Ale|American Blonde Ale|5|395
37394|Vienna Monologue|Vienna Lager|NA|395
30929|Kylee's Smokin' Wheat|Smoked Beer|NA|395
52269|Bourbon Barrel Old St. Matthews|Old Ale|8.8|395
51532|Bourbon Barrel Scotch Ale|Scotch Ale / Wee Heavy|8.8|395
69510|Bourbon Barrel Quad|Quadrupel (Quad)|11.5|395
55655|Melby Dick's Great White Porter|American Porter|NA|395
41240|Kick In The Baltic Porter|Baltic Porter|8.5|395
